tourney_id,tourney_name,surface,draw_size,tourney_level
1998-M-SA-USA-03A-1998d,USA 3 Masters 4,Hard,64,S
2002-M-FU-BOL-03A-2002,Bolivia F3,Clay,32,S
1977-D029,Davis Cup EUR SF: ROU vs GBR,Clay,4,D
2008-M-FU-POR-03A-2008,Portugal F3,Hard,32,S
1999-M-FU-KOR-02A-1999,Korea F2,Clay,32,S
1986-D059,Davis Cup EUR QF: NGR vs NED,Clay,4,D
2009-M-FU-UGA-01A-2009,Uganda F1,Clay,32,S
2015-586,Lexington CH,Hard,32,C
2004-416,Rome Masters,Clay,64,M
2014-5016,Bucaramanga CH,Clay,32,C
2007-M-FU-VEN-05A-2007,Venezuela F5,Hard,32,S
1992-M-SA-BRA-03A-1992c,Brazil 3 Masters 3,Clay,32,S
1981-283,Torino CH,Clay,32,C
2013-M-FU-TUR-17A-2013,Turkey F17,Hard,32,S
2006-M-FU-ITA-05A-2006,Italy F5,Clay,32,S
2007-395,Dublin CH,Carpet,32,C
2003-M-FU-POR-04A-2003,Portugal F4,Clay,32,S
2011-M-FU-KUW-01A-2011,Kuwait F1,Hard,32,S
1995-M-SA-GBR-03A-1995a,Great Britain 3 Masters 1,Grass,24,S
1996-M-SA-AUS-01A-1996c,Australia 1 Masters 3,Clay,32,S
2015-7161,Quito,Clay,28,A
1995-M-SA-YUG-01A-1995a,Yugoslavia Masters 1,Clay,24,S
1983-329,Tokyo Outdoor,Hard,64,A
1976-729,Palm Springs,Hard,64,A
1995-M-SA-CHI-02A-1995a,Chile Masters 1,Clay,32,S
2020-M-ITF-EGY-09A-2020,M15 Sharm El Sheikh,Hard,32,15
2006-410,Monte Carlo Masters,Clay,64,M
1993-M-SA-ESP-01A-1993a,Spain 1 Masters 1,Clay,24,S
1995-M-SA-ARG-02A-1995b,Argentina B Masters 2,Clay,24,S
1979-D020,Davis Cup EUR PR: NED vs DEN,Clay,4,D
2006-M-FU-GHA-02A-2006,Ghana F1,Clay,32,S
2009-M-FU-CRO-10A-2009,Croatia F10,Clay,32,S
2018-M-FU-TUN-07A-2018,Tunisia F7,Hard,32,S
2009-6055,Charlottesville CH,Hard,32,C
2013-496,Marseille,Hard,28,A
2005-543,Guayaquil CH,Clay,32,C
2014-D054,Davis Cup G1 R1: UKR vs ROU,,4,D
1991-338,Sydney Outdoor,Hard,32,A
2009-M-FU-MEX-01A-2009,Mexico F1,Hard,32,S
2009-M-FU-RSA-01A-2009,South Africa F1,Hard,32,S
2009-M-FU-FRA-07A-2009,France F7,Clay,32,S
2004-M-FU-GBR-05A-2004,Great Britain F5,Hard,32,S
1983-703,Ferrara,Carpet,32,A
2003-M-FU-USA-33A-2003,USA F32,Hard,32,S
1979-2003,Green Bay CH,Hard,32,C
1997-M-SA-USA-03A-1997b,USA 3 Masters 2,Hard,64,S
2007-M-FU-MAR-05A-2007,Morocco F5,Clay,32,S
2015-7011,Gimcheon CH,Hard,32,C
1992-M-SA-HUN-01A-1992a,Hungary Masters 1,Carpet,24,S
2011-M-FU-SUI-01A-2011,Switzerland F1,Carpet,32,S
1999-660,Tulsa CH,Hard,32,C
1994-M-SA-MEX-01A-1994b,Mexico 1 Masters 2,Hard,32,S
2008-359,Bogota CH,Clay,32,C
2008-754,Ljubljana CH,Clay,32,C
1996-M-SA-MEX-03A-1996b,Mexico 3 Masters 2,Hard,24,S
2020-M-DC-2020-WG2-PO-LAT-EGY-01,Davis Cup WG2 PO: LAT vs EGY,Hard,4,D
1997-582,Punta Del Este CH,Clay,32,C
2005-M-FU-CZE-04A-2005,Czech Rep F4,Hard,32,S
2011-M-FU-MEX-01A-2011,Mexico F1,Hard,32,S
1987-313,Bristol,Grass,48,A
2008-M-FU-GEO-01A-2008,Georgia F1,Clay,32,S
1976-520,Roland Garros,Clay,128,G
1998-M-SA-ITA-02A-1998a,Italy 2 Masters 1,Clay,32,S
2012-M-FU-COL-03A-2012,Colombia F3,Clay,32,S
2001-831,Bucharest CH,Clay,32,C
2011-M-FU-THA-05A-2011,Thailand F5,Hard,32,S
2002-M-FU-CRO-02A-2002,Croatia F2,Hard,32,S
2006-228,Winnetka CH,Hard,32,C
1972-D019,Davis Cup EUR R1: IRI vs EGY,,4,D
2002-M-FU-NAM-01A-2002,Namibia F1,Hard,32,S
2018-M-FU-CHN-06A-2018,China F6,Hard,32,S
2017-M-FU-INA-07B-2017,Indonesia F7,Hard,32,S
2013-M-FU-ITA-20A-2013,Italy F20,Clay,32,S
2010-M-FU-ESP-17A-2010,Spain F17,Clay,32,S
1996-M-SA-FRA-06A-1996d,France 6 Masters 4,Hard,32,S
1990-403,Miami Masters,Hard,96,M
1994-M-SA-GHA-01A-1994b,West Africa Masters 2,Hard,24,S
2019-M-ITF-TUN-17A-2019,M15 Tabarka,Clay,32,S
2015-M-FU-PER-05A-2015,Peru F5,Clay,32,S
1997-M-SA-ESP-04A-1997a,Spain 4 Masters 1,Clay,24,S
2016-M-FU-ESP-10A-2016,Spain F10,Clay,32,S
1973-650,Birmingham,Hard,16,A
2007-D072,Davis Cup G2 R1: ALG vs MON,Clay,4,D
1992-D060,Davis Cup G1 SF: KOR vs NZL,Clay,4,D
2015-M-FU-EGY-12A-2015,Egypt F12,Hard,32,S
2014-M-FU-GBR-12A-2014,Great Britain F12,Grass,32,S
1988-322,Geneva,Clay,32,A
1993-M-SA-GBR-01A-1993d,Great Britain 1 Masters 4,Carpet,32,S
2017-M-FU-ZIM-02A-2017,Zimbabwe F2,Hard,32,S
1976-481,Copenhagen,Carpet,16,A
2018-M-FU-TUN-45A-2018,Tunisia F45,Hard,32,S
1973-D029,Davis Cup EUR QF: SWE vs ESP,Clay,4,D
2011-605,Tour Finals,Hard,16,F
2007-M-FU-GER-01A-2007,Germany F1,Carpet,32,S
2000-M-FU-HUN-04A-2000,Hungary F5,Clay,32,S
2015-M-FU-NGR-02A-2015,Nigeria F2,Hard,32,S
2001-M-FU-ARG-04A-2001,Argentina F4,Clay,32,S
1970-707,South Orange,Hard,64,A
2008-D065,Davis Cup G1 PO: PHI vs UZB,Clay,4,D
1996-379,Prague,Clay,32,A
1980-3934,WCT Challenge Cup,Carpet,8,A
2007-824,Aachen CH,Carpet,32,C
2010-D005,Davis Cup G2 R1: POR vs DEN,Clay,4,D
2002-363,Knoxville CH,Hard,32,C
2020-M-ITF-GRE-02A-2020,M15 Heraklion,Hard,32,15
2018-M-DC-2018-G2-EPA-M-TUR-ZIM-01,Davis Cup G2 R1: TUR vs ZIM,Hard,4,D
2016-M-FU-TUN-14A-2016,Tunisia F14,Clay,32,S
2008-M-FU-ITA-29A-2008,Italy F29,Clay,32,S
2014-M-FU-GER-04A-2014,Germany F4,Carpet,32,S
2013-M-FU-POR-05A-2013,Portugal F5,Hard,32,S
2015-M-FU-BEL-07A-2015,Belgium F7,Clay,32,S
1999-M-SA-RSA-02A-1999c,South Africa Masters 3,Hard,32,S
2013-M-FU-UZB-01A-2013,Uzbekistan F1,Hard,32,S
1970-2029,Dublin,Grass,32,A
2000-338,Sydney,Hard,32,A
2001-339,Adelaide,Hard,32,A
2014-M-FU-POL-03A-2014,Poland F3,Hard,32,S
2007-845,Mantova CH,Clay,32,C
1994-D053,Davis Cup G2 PO: IRL vs KEN,Carpet,4,D
2017-M-FU-ESP-22A-2017,Spain F22,Clay,32,S
2006-M-FU-UKR-04A-2006,Ukraine F4,Clay,32,S
2000-D074,Davis Cup G2 QF: HKG vs PAK,Hard,4,D
2018-0600,Prague CH,Clay,32,C
2019-M-ITF-QAT-05A-2019,M15 Doha,Hard,32,S
2004-533,Costa Do Sauipe,Clay,32,A
2001-M-FU-TUR-01A-2001,Turkey F1,Hard,32,S
1990-D061,Davis Cup G2 R1: KUW vs SYR,Hard,4,D
1994-M-SA-USA-02A-1994d,USA 2 Masters 4,Hard,64,S
2017-7740,Nottingham CH,Grass,32,C
2005-833,Oberstaufen CH,Clay,32,C
1981-D009,Davis Cup WG SF: USA vs AUS,Carpet,4,D
2009-1541,Tunis CH,Clay,32,C
2005-M-FU-ESP-09A-2005,Spain F8,Clay,32,S
2009-M-FU-GER-19A-2009,Germany F19,Hard,32,S
1993-D013,Davis Cup WG PO: USA vs BAH,Hard,4,D
1994-M-SA-IND-01A-1993b,India Masters 2,Grass,24,S
2016-0448,Szczecin CH,Clay,32,C
2009-M-FU-CRO-02A-2009,Croatia F2,Hard,32,S
1999-228,Winnetka CH,Hard,32,C
1975-D043,Davis Cup EUR PR: IRI vs SUI,,4,D
2008-615,Dusseldorf,Clay,32,A
2018-M-FU-SRI-02A-2018,Sri Lanka F2,Clay,32,S
2001-833,Oberstaufen CH,Clay,32,C
2016-M-FU-CRO-11A-2016,Croatia F11,Clay,32,S
1991-D068,Davis Cup G2 R1: SIN vs KUW,Hard,4,D
2003-M-SA-SCG-01A-2003a,Serbia & Montenegro 1 1,Clay,24,S
1995-694,Brasilia CH,Hard,32,C
1976-610,Dallas WCT,Carpet,8,A
2019-0500,Halle,Grass,32,A
2009-M-FU-MEX-14A-2009,Mexico F14,Clay,32,S
2010-M-FU-JPN-07A-2010,Japan F7,Carpet,32,S
2014-M-FU-DOM-03B-2014,Dominican Republic F3,Clay,32,S
2007-D024,Davis Cup G1 R1: PER vs VEN,Clay,4,D
1996-446,Alpirsbach CH,Clay,32,C
2019-M-ITF-ITA-18A-2019,M15 Santa Cristina val Gardena,Clay,32,S
1974-D034,Davis Cup EUR PR: GBR vs IRI,Carpet,4,D
1978-D045,Davis Cup EUR PR: TCH vs NED,Clay,4,D
2005-M-SA-GBR-01A-2005b,Great Britain 1 Satellite 2,Hard,32,S
1996-436,Bermuda,Clay,32,A
1972-2051,Tanglewood,,32,A
2007-514,Mexico City1 CH,Clay,32,C
2015-363,Knoxville CH,Hard,32,C
1997-M-SA-POR-01A-1997b,Portugal 1 Masters 2,Clay,32,S
2018-M-FU-EGY-09A-2018,Egypt F9,Hard,32,S
2014-5047,Bangkok CH,Hard,32,C
2014-686,Scheveningen CH,Clay,32,C
1998-M-FU-GRE-06A-1998,Greece F6,Hard,32,S
1984-615,Dusseldorf,Clay,16,A
1996-M-SA-ESP-04A-1996a,Spain 4 Masters 1,Clay,32,S
2003-M-SA-ITA-01A-2003d,Italy 1 4,Clay,24,S
2017-0329,Tokyo,Hard,32,A
1973-9205,Hartford,Carpet,6,A
2019-M-ITF-TUN-25A-2019,M15 Tabarka,Clay,32,S
2015-6488,Mersin CH,Clay,32,C
2009-M-FU-GER-05A-2009,Germany F5,Carpet,32,S
2014-M-FU-USA-26A-2014,USA F26,Hard,32,S
2008-3961,New Delhi III CH,Hard,32,C
1979-6880,Dorado Beach,Hard,6,A
2013-3351,Sacramento CH,Hard,32,C
2010-M-FU-BRA-29A-2010,Brazil F29,Clay,32,S
2001-D079,Davis Cup WG F: AUS vs FRA,Grass,4,D
1973-421,Toronto,Clay,64,M
1978-352,Paris Indoor,Hard,32,A
1999-M-SA-MEX-01A-1999b,Cuba Mexico Masters 2,Clay,32,S
1996-M-SA-THA-01A-1996c,Thailand Masters 3,Hard,32,S
1991-M-SA-MAR-01A-1991d,Morocco Masters 4,Clay,24,S
2006-M-FU-AUS-03A-2006,Australia F3,Clay,32,S
1998-M-SA-IND-01A-1998a,India Masters 1,Hard,32,S
2001-M-FU-ESP-04A-2001,Spain F4,Clay,32,S
1978-605,Masters,Carpet,8,M
2017-7808,Bangalore CH,Hard,32,C
2016-M-FU-COL-01A-2016,Colombia F1,Hard,32,S
2009-M-FU-TUR-13A-2009,Turkey F13,Clay,32,S
2013-M-FU-FRA-11A-2013,France F11,Clay,32,S
1992-M-SA-NED-01A-1992c,Netherlands Masters 3,Clay,32,S
1990-D074,Davis Cup G1 SF: URU vs PER,Clay,4,D
1976-243,Perth,Hard,32,A
2020-M-ITF-FRA-02A-2020,M15+H Bressuire,Hard,32,15
2007-M-FU-ECU-03A-2007,Ecuador F3,Clay,32,S
1998-M-SA-TUR-02A-1998b,Turkey 2 Masters 2,Hard,32,S
2007-M-FU-BRA-12A-2007,Brazil F12,Clay,32,S
1986-D019,Davis Cup EUR QF: BUL vs EGY,Clay,4,D
2004-M-FU-MEX-18A-2004,Mexico F16,Hard,32,S
2017-0568,St. Petersburg,Hard,32,A
1990-484,Verona CH,Clay,32,C
2013-D061,Davis Cup G2 PO: BUL vs EST,Clay,4,D
1998-M-SA-RSA-01A-1998a,Central Africa Masters 1,Hard,32,S
2014-M-FU-USA-28A-2014,USA F28,Hard,32,S
2007-3411,Lanzarote CH,Hard,32,C
2008-M-FU-BRA-11A-2008,Brazil F11Ribeirao PretoSP,Clay,32,S
2008-M-FU-JPN-06A-2008,Japan F6,Carpet,32,S
2009-M-FU-CHN-06A-2009,China F6,Hard,32,S
2019-M-ITF-USA-15A-2019,M25 Wichita KS,Hard,32,S
2020-520,Roland Garros,Clay,128,G
2017-M-FU-TUR-22A-2017,Turkey F22,Clay,32,S
2010-M-FU-ESP-28A-2010,Spain F28,Clay,32,S
2003-M-FU-BOL-01A-2003,Bolivia F1,Clay,32,S
1994-481,Copenhagen,Carpet,32,A
2011-M-FU-USA-24A-2011,USA F24,Hard,32,S
2015-M-FU-TUN-28A-2015,Tunisia F28,Hard,32,S
1999-M-FU-FRA-13A-1999,France F13,Hard,32,S
1992-843,Sao Luis CH,Hard,32,C
2002-M-FU-USA-14A-2002,USA F14,Hard,32,S
2016-M-FU-ITA-35A-2016,Italy F35,Clay,32,S
2005-784,Seville CH,Clay,32,C
2015-M-FU-TUR-31A-2015,Turkey F31,Hard,32,S
2008-3627,Todi CH,Clay,32,C
1971-426,Johannesburg,Hard,128,A
1999-513,Lucknow2 CH,Grass,32,C
2009-M-FU-DOM-02A-2009,Dominican Republic F2,Hard,32,S
2007-M-FU-GEO-02A-2007,Georgia F2,Hard,32,S
2012-M-FU-IND-11A-2012,India F11,Hard,32,S
2017-M-FU-TUN-33A-2017,Tunisia F33,Clay,32,S
2005-M-FU-COL-03A-2005,Colombia F3,Clay,32,S
1994-D038,Davis Cup WG SF: GER vs RUS,Hard,4,D
1998-M-FU-GER-03A-1998,Germany F3,Clay,32,S
1999-M-FU-ISR-01A-1999,Israel F1,Hard,32,S
2019-M-ITF-NED-02A-2019,M15 Den Haag,Clay,32,S
1981-D007,Davis Cup WG R1: FRA vs AUS,Carpet,4,D
2014-M-FU-POL-02A-2014,Poland F2,Clay,32,S
1989-D005,Davis Cup WG R1: AUT vs AUS,Clay,4,D
2020-M-ITF-SUI-01A-2020,M25 Klosters,Clay,32,25
2006-83,Eckental CH,Carpet,32,C
2012-695,Dallas CH,Hard,32,C
2014-D066,Davis Cup G2 R1: BLR vs IRL,,4,D
2014-M-FU-BEL-05A-2014,Belgium F5,Clay,32,S
2001-M-FU-MKD-02A-2001,Macedonia F2,Clay,32,S
2012-544,Montevideo CH,Clay,32,C
2012-M-FU-ARG-12A-2012,Argentina F12,Clay,32,S
1996-M-SA-AUT-02A-1996c,Austria 2 Masters 3,Clay,32,S
2014-M-FU-CZE-01A-2014,Czech Republic F1,Clay,32,S
1974-D001,Davis Cup SAM SF: BRA vs ARG,Clay,4,D
2006-M-FU-ECU-03A-2006,Ecuador F3,Clay,32,S
2016-M-FU-TUN-05A-2016,Tunisia F5,Clay,32,S
2013-M-FU-SWE-06A-2013,Sweden F6,Hard,32,S
2009-M-FU-KUW-01A-2009,Kuwait F1,Hard,32,S
1997-M-SA-BEL-01A-1997b,Belgium Masters 2,Clay,24,S
1976-427,Sydney Indoor,Hard,64,A
1995-D024,Davis Cup G2 PO: CIV vs IRL,Hard,4,D
1987-D006,Davis Cup WG R1: AUS vs YUG,Grass,4,D
1997-M-SA-FRA-04A-1997b,France 4 Masters 2,Clay,32,S
1991-D004,Davis Cup WG R1: AUS vs BEL,Grass,4,D
2002-M-SA-ESP-03A-2002d,Spain 3 4,Clay,32,S
2004-M-FU-MEX-07A-2004,Mexico F6A,Hard,32,S
1999-M-SA-AUS-01A-1999b,Australia 1 Masters 2,Clay,24,S
2017-M-FU-COL-01A-2017,Colombia F1,Hard,32,S
2016-M-FU-GUM-01A-2016,Guam F1,Hard,32,S
1976-D051,Davis Cup AME QF: USA vs MEX,Hard,4,D
2007-234,Belo Horizonte CH,Hard,32,C
2018-M-FU-ESP-15A-2018,Spain F15,Hard,32,S
1973-656,Jackson,Hard,16,A
1992-796,Reggio Calabri CH,Clay,32,C
1995-M-SA-ECU-01A-1995a,Ecuador Masters 1,Clay,24,S
2002-M-FU-GER-03A-2002,Germany F3,Clay,32,S
2016-M-FU-BEL-09A-2016,Belgium F9,Clay,32,S
1987-430,Wembley,Carpet,32,A
1997-M-SA-POR-04A-1997c,Portugal 4 Masters 3,Carpet,32,S
2014-M-FU-CHI-09A-2014,Chile F9,Clay,32,S
2002-1532,Gosford CH,Hard,32,C
2014-M-FU-TUR-35A-2014,Turkey F35,Hard,32,S
2007-M-FU-MEX-02A-2007,Mexico F2,Hard,32,S
1998-M-FU-JPN-05A-1998,Japan F5,Hard,32,S
1992-M-SA-ESP-04A-1992d,Spain 4 Masters 4,Clay,24,S
1993-M-SA-BUL-01A-1993c,Bulgaria Masters 3,Clay,32,S
2013-M-FU-GRE-17A-2013,Greece F17,Hard,32,S
2003-M-FU-USA-31A-2003,USA F30,Hard,32,S
1989-314,Gstaad,Clay,32,A
1984-D035,Davis Cup WG QF: TCH vs FRA,Carpet,4,D
2017-7810,Rio De Janeiro CH,Clay,32,C
2001-M-FU-JAM-01A-2001,Jamaica F1A,Hard,32,S
2004-506,Buenos Aires,Clay,32,A
2000-638,Skopje CH,Clay,32,C
2013-M-FU-ARG-18A-2013,Argentina F18,Clay,32,S
2019-7290,Estoril,Clay,32,A
1996-M-SA-SWE-01A-1996b,Sweden 2 Masters 2,Carpet,24,S
2006-M-SA-GER-01A-2006c,Germany 1 Satellite 3,Carpet,32,S
2013-M-FU-RUS-13A-2013,Russia F13,Clay,32,S
2014-M-FU-BRA-11A-2014,Brazil F11,Clay,32,S
2006-M-SA-IND-02A-2006b,India 2 2,Hard,24,S
2003-M-FU-JPN-02A-2003,Japan F2,Hard,32,S
2013-M-FU-NED-06A-2013,Netherlands F6,Clay,32,S
2013-M-FU-RUS-03A-2013,Russia F3,Hard,32,S
1993-228,Winnetka CH,Hard,32,C
2011-6250,Barranquilla CH,Clay,32,C
1992-D076,Davis Cup WG SF: USA vs SWE,Clay,4,D
2016-M-FU-ITA-19A-2016,Italy F19,Clay,32,S
2019-M-ITF-FRA-01A-2019,M15 Bagnoles de l'Orne,Clay,32,S
1995-754,Ljubljana CH,Clay,32,C
2007-M-FU-ROU-05A-2007,Romania F5,Clay,32,S
2019-M-ITF-USA-37A-2019,M15 Tallahassee FL,Hard,32,S
2014-M-FU-SRB-09A-2014,Serbia F9,Clay,32,S
1973-2061,Des Moines,Hard,32,A
2019-M-ITF-USA-20A-2019,M15 Pittsburgh PA,Clay,32,S
1983-D054,Davis Cup WG QF: SWE vs NZL,Grass,4,D
1976-310,Florence,Clay,32,A
1974-D019,Davis Cup AME F: COL vs USA,,4,D
2004-M-FU-BRA-05A-2004,Brazil F5,Clay,32,S
1996-227,Ulm CH,Clay,32,C
1992-M-SA-HUN-01A-1992c,Hungary Masters 3,Carpet,32,S
2012-M-FU-USA-07A-2012,USA F7,Hard,32,S
2008-637,Champaign CH,Hard,32,C
1993-M-SA-PAR-01A-1993a,Uruguay Paraguay Masters 1,Clay,24,S
2014-M-FU-BLR-02A-2014,Belarus F2,Hard,32,S
1989-466,Salou CH,Clay,32,C
2007-M-FU-JPN-08A-2007,Japan F8,Hard,32,S
1999-686,Scheveningen CH,Clay,32,C
1977-716,Dayton,Carpet,32,A
1997-D022,Davis Cup G1 QF: CHN vs UZB,Hard,4,D
2004-M-SA-GER-01A-2004c,Germany 1 Satellite 3,Carpet,32,S
2014-7009,Aix en Provence CH,Clay,32,C
2016-M-FU-HUN-08A-2016,Hungary F8,Clay,32,S
1988-326,Brisbane,Hard,32,A
2016-0670,Binghamton CH,Hard,32,C
1999-M-SA-TUR-01A-1999d,Turkey 1 Masters 4,Clay,32,S
1996-588,Zagreb CH,Clay,32,C
1971-520,Roland Garros,Clay,128,G
2002-M-SA-EGY-01A-2002a,Egypt 1 1,Clay,24,S
1982-417,Boston,Clay,64,A
2000-M-FU-GRE-04A-2000,Greece F6,Hard,32,S
1994-M-SA-GBR-03A-1994b,Great Britain 3 Masters 2,Grass,24,S
1984-328,Basel,Hard,32,A
1991-M-SA-KOR-01A-1991a,Korea Masters 1,Clay,32,S
2009-D051,Davis Cup G2 R1: HUN vs BUL,Carpet,4,D
2001-D017,Davis Cup G2 R1: HUN vs MON,Clay,4,D
1993-M-SA-AUS-01A-1993c,Australia 1 Masters 3,Carpet,32,S
2015-M-FU-GER-05A-2015,Germany F5,Clay,32,S
2003-M-FU-POL-02A-2003,Poland F2,Clay,32,S
1992-M-SA-ARG-02A-1992b,Argentina 2 Masters 2,Clay,32,S
2013-M-FU-KOR-01A-2013,Korea F1,Hard,32,S
1978-321,Stuttgart Outdoor,Clay,32,A
2001-M-FU-ARG-11A-2001,Argentina F11,Clay,32,S
1992-336,Hong Kong,Hard,32,A
1991-M-SA-CIV-01A-1991a,West Africa Masters 1,Hard,32,S
1993-D048,Davis Cup G2 QF: SEN vs GRE,Hard,4,D
2016-M-FU-ESP-16A-2016,Spain F16,Clay,32,S
2013-M-FU-BEL-10A-2013,Belgium F10,Clay,32,S
2016-7009,Aix en Provence CH,Clay,32,C
2019-0221,Tampere CH,Clay,64,C
2016-0637,Champaign CH,Hard,32,C
1997-M-SA-GBR-04A-1997a,Great Britain 4 Masters 1,Hard,32,S
1978-D014,Davis Cup AME PR: CAR vs VEN,,4,D
2002-M-SA-SUI-01A-2002a,Switzerland 1 1,Carpet,24,S
2001-M-FU-GRE-04A-2001,Greece F4,Carpet,32,S
2002-657,Szczecin CH,Clay,32,C
2014-M-FU-BUL-03A-2014,Bulgaria F3,Clay,32,S
2016-M-FU-EGY-06A-2016,Egypt F6,Hard,32,S
1994-M-SA-AUS-01A-1994d,Australia 1 Masters 4,Carpet,32,S
1997-M-SA-PHI-01A-1997c,Philippines Masters 3,Hard,32,S
2000-M-FU-GBR-03A-2000,Gbr F3,Clay,32,S
1999-433,Scottsdale,Hard,32,A
1972-418,Washington WTC,Clay,32,A
1979-D036,Davis Cup EUR QF: POL vs ITA,,4,D
2017-M-FU-TUN-14A-2017,Tunisia F14,Clay,32,S
1993-D067,Davis Cup WG QF: NED vs SWE,Clay,4,D
2004-M-FU-HUN-01A-2004,Hungary F1,Clay,32,S
2008-D030,Davis Cup WG R1: PER vs ESP,Clay,4,D
1974-710,Washington WCT,Carpet,32,A
2009-786,Poznan CH,Clay,32,C
2016-6579,Lima CH,Clay,32,C
2010-M-FU-MAR-07A-2010,Morocco F7,Clay,32,S
2008-M-FU-PAR-02A-2008,Paraguay F2,Clay,32,S
2008-2121,Manta CH,Hard,32,C
2003-M-FU-CZE-02A-2003,Czech Rep F2,Clay,32,S
1993-M-SA-ISR-01A-1993b,Israel 1 Masters 2,Hard,32,S
1984-D012,Davis Cup EUR R1: TUR vs BEL,Clay,4,D
1979-D039,Davis Cup EUR SF: NZL vs JPN,Grass,4,D
2004-1796,St. Brieuc CH,Clay,32,C
2014-M-FU-IRI-06A-2014,Iran F6,Clay,32,S
2018-M-FU-USA-06A-2018,USA F6,Clay,32,S
2004-659,Bukhara CH,Hard,32,C
2004-M-FU-ESP-31A-2004,Spain F31,Clay,32,S
2015-M-FU-ARG-07A-2015,Argentina F7,Clay,32,S
2003-M-SA-IND-01A-2003c,India 1 3,Hard,32,S
1979-D003,Davis Cup AME F: USA vs ARG,Carpet,4,D
1999-514,Mexico City CH,Clay,32,C
2011-D065,Davis Cup G2 R2: KOR vs PAK,Hard,4,D
1982-319,Kitzbuhel,Clay,64,A
2016-M-FU-FRA-11A-2016,France F11,Clay,32,S
2003-M-FU-AUT-02A-2003,Austria F2,Clay,32,S
2008-59,Salinas CH,Hard,32,C
2011-D070,Davis Cup G2 R2: HUN vs BLR,Clay,4,D
1970-416,Rome,Clay,32,M
2011-6246,Bath CH,Hard,32,C
2005-M-FU-TUN-04A-2005,Tunisia F4,Hard,32,S
2018-M-FU-KAZ-02A-2018,Kazakhstan F2,Hard,32,S
1980-355,WCT Invitational,Carpet,8,A
1977-401,Philadelphia WCT,Carpet,64,A
1995-584,Lillehammer CH,Clay,32,C
2002-M-FU-KUW-01A-2002,Kuwait F1,Hard,32,S
1991-M-SA-PAK-01A-1991a,Bangladesh Pakistan Masters 1,Grass,32,S
1979-339,Adelaide,Grass,32,A
2016-M-FU-TUN-10A-2016,Tunisia F10,Clay,32,S
2002-424,San Jose,Hard,32,A
2000-M-FU-ESP-13A-2000,Spain F13,Hard,32,S
1998-M-SA-NED-01A-1998c,Netherlands Masters 3,Clay,32,S
2008-D082,Davis Cup WG PO: SVK vs SRB,Hard,4,D
1992-644,Napoli CH,Clay,32,C
1999-583,Manchester CH,Grass,32,C
1998-425,Barcelona,Clay,56,A
2008-60,Barletta CH,Clay,32,C
2014-M-FU-BEL-06A-2014,Belgium F6,Clay,32,S
1998-M-SA-POR-01A-1998d,Portugal 1 Masters 4,Clay,32,S
2005-768,Wroclaw CH,Hard,32,C
1994-329,Tokyo Outdoor,Hard,56,A
1982-D044,Davis Cup EUR SF: JPN vs THA,Clay,4,D
1994-M-SA-USA-02A-1994c,USA 2 Masters 3,Hard,64,S
2020-M-ITF-KAZ-02A-2020,M25 Aktobe,Hard,32,25
2011-M-FU-CZE-01A-2011,Czech Republic F1,Clay,32,S
1993-D041,Davis Cup WG R1: ESP vs NED,Clay,4,D
2010-747,Beijing,Hard,32,A
2004-1797,Ostrava CH,Clay,32,C
2016-0741,Nottingham,Grass,64,A
1983-D052,Davis Cup EUR R1: POR vs NED,Clay,4,D
1977-D048,Davis Cup EUR QF: ROU vs TCH,Clay,4,D
1992-255,Jakarta CH,Clay,32,C
2007-D081,Davis Cup G2 PO: NGR vs UKR,Hard,4,D
2004-D063,Davis Cup G2 R1: PHI vs CHN,Clay,4,D
2000-M-FU-FIN-01A-2000,Finland F1,Hard,32,S
2006-504,Wolfsburg CH,Carpet,32,C
1972-D032,Davis Cup EUR PR: ISR vs IRI,Hard,4,D
2011-M-FU-MEX-06A-2011,Mexico F6,Hard,32,S
1984-335,Treviso,Clay,32,A
2000-891,Chennai,Hard,32,A
1971-311,Queen's Club,,64,A
1977-D011,Davis Cup EUR PR: ROU vs BEL,Clay,4,D
2006-M-FU-ITA-02A-2006,Italy F2,Hard,32,S
2008-M-FU-SUI-02A-2008,Switzerland F2,Carpet,32,S
2019-M-DC-2019-G2-EPA-M-RSA-BUL-01,Davis Cup G2 R1: RSA vs BUL,Hard,4,D
2015-M-FU-ROU-03A-2015,Romania F3,Clay,32,S
2009-M-FU-AUT-02A-2009,Austria F2,Carpet,32,S
2001-352,Paris Masters,Carpet,48,M
2007-568,St. Petersburg,Carpet,32,A
2002-446,Freudenstadt CH,Clay,32,C
2016-M-FU-SUI-01A-2016,Switzerland F1,Carpet,32,S
2017-1741,Busan CH,Hard,32,C
2010-D024,Davis Cup G1 R2: AUT vs SVK,Hard,4,D
2016-M-FU-TUN-09A-2016,Tunisia F9,Clay,32,S
1996-M-SA-SUI-01A-1996d,Switzerland 1 Masters 4,Clay,32,S
2016-M-FU-FRA-23A-2016,France F23,Hard,32,S
2011-M-FU-GUA-01A-2011,Guatemala F1,Hard,32,S
1983-257,Solihull CH,Clay,32,C
2006-M-FU-URU-02A-2006,Uruguay F2,Clay,32,S
2007-M-FU-ARM-01A-2007,Armenia F1,Hard,32,S
2013-M-FU-CHI-02A-2013,Chile F2,Clay,32,S
