tourney_id,tourney_name,surface,draw_size,tourney_level
1980-715,New Orleans,Carpet,32,A
1996-M-SA-SUI-01A-1996b,Switzerland 1 Masters 2,Clay,24,S
1994-M-SA-EGY-02A-1994b,Egypt 2 Masters 2,Clay,24,S
2005-M-SA-INA-01A-2005c,Indonesia 1 Satellite 3,Hard,32,S
1997-D048,Davis Cup G2 PO: IRL vs GRE,Carpet,4,D
2016-M-FU-TUN-07A-2016,Tunisia F7,Clay,32,S
2018-7853,Punta Del Este CH,Clay,32,C
2001-M-SA-YUG-01A-2001b,Yugoslavia 2,Clay,24,S
2012-2273,Orleans CH,Hard,32,C
2019-M-ITF-TUN-46A-2019,M25 Monastir,Hard,32,S
1991-M-SA-CIV-01A-1991c,West Africa Masters 3,Hard,32,S
1991-M-SA-MEX-02A-1991b,Mexico 1 Masters 2,Hard,32,S
1998-520,Roland Garros,Clay,128,G
2002-M-FU-AUS-06A-2002,Australia F6,Grass,32,S
2018-7876,Qujing CH,Hard,32,C
1998-M-SA-GRE-01A-1998c,Greece 1 Masters 3,Hard,32,S
1984-337,Vienna,Hard,32,A
1971-802,Richmond,Hard,16,A
2002-M-FU-TUR-03A-2002,Turkey F3,Hard,32,S
1991-787,Bangalore CH,Clay,32,C
1980-206,Cairo,Clay,32,A
2001-424,San Jose,Hard,32,A
1978-D020,Davis Cup EUR PR: EGY vs POR,Clay,4,D
1999-745,Aschaffenburg CH,Clay,32,C
2003-D003,Davis Cup WG R1: AUS vs GBR,Clay,4,D
2013-M-FU-RUS-06A-2013,Russia F6,Clay,32,S
1992-317,Hilversum,Clay,32,A
2015-2273,Orleans CH,Hard,32,C
2012-D062,Davis Cup G2 R2: INA vs THA,Hard,4,D
2007-M-FU-ROU-10A-2007,Romania F10,Clay,32,S
2011-M-FU-IND-07A-2011,India F7,Hard,32,S
2010-M-FU-KAZ-02A-2010,Kazakhstan F2,Hard,32,S
2008-M-FU-ITA-07A-2008,Italy F7,Clay,32,S
2011-M-FU-SWE-03A-2011,Sweden F3,Clay,32,S
2004-M-SA-BUL-01A-2004b,Bulgaria 1 2,Clay,24,S
2019-M-ITF-TUN-05A-2019,M15 Monastir,Hard,32,S
2018-9001,Perugia CH,Clay,32,C
2009-M-FU-AUT-08A-2009,Austria F8,Clay,32,S
1982-306,Bari CH,Clay,32,C
1997-M-SA-ISR-01A-1997b,Israel 1 Masters 2,Hard,32,S
1990-D062,Davis Cup G2 QF: KUW vs THA,Hard,4,D
2015-M-FU-SRI-03A-2015,Sri Lanka F3,Clay,32,S
2003-D046,Davis Cup G1 R2: BLR vs ZIM,Carpet,4,D
1991-M-SA-AUT-01A-1991a,Austria Masters 1,Clay,32,S
1993-422,Cincinnati Masters,Hard,56,M
2007-D039,Davis Cup G1 R1: ISR vs LUX,Hard,4,D
2016-M-FU-ITA-03A-2016,Italy F3,Hard,32,S
1971-2029,Dublin,Grass,32,A
2017-7339,Fairfield CH,Hard,32,C
2019-M-ITF-ITA-03A-2019,M25 Santa Margherita Di Pula,Clay,32,S
2006-443,Napoli CH,Clay,32,C
2010-M-FU-BRA-36A-2010,Brazil F36,Clay,32,S
2009-3353,Kolding CH,Hard,32,C
2006-315,Newport,Grass,32,A
1991-M-SA-FRA-01A-1991c,France 1 Masters 3,Carpet,32,S
2015-M-FU-MEX-06A-2015,Mexico F6,Hard,32,S
2015-M-FU-BLR-03A-2015,Belarus F3,Hard,32,S
1995-379,Prague,Clay,32,A
2007-M-FU-ALG-01A-2007,Algeria F1,Clay,32,S
2014-M-FU-EGY-28A-2014,Egypt F28,Hard,32,S
2005-M-FU-BOL-02A-2005,Bolivia F2,Clay,32,S
1999-M-FU-PER-01A-1999,Peru F1,Clay,32,S
2014-M-FU-MEX-11A-2014,Mexico F11,Hard,32,S
1998-589,Quito CH,Clay,32,C
1994-M-SA-ISR-02A-1994c,Israel 2 Masters 3,Hard,32,S
2010-660,Tulsa CH,Hard,32,C
2002-M-SA-BUL-01A-2002b,Bulgaria 1 2,Clay,32,S
2002-311,Queen's Club,Grass,56,A
1993-M-SA-INA-01A-1993a,Indonesia Masters 1,Hard,24,S
1982-322,Geneva,Clay,32,A
2013-6718,Bogota,Hard,28,A
2001-M-FU-YUG-03A-2001,Yugoslavia F3,Clay,32,S
1989-418,Washington,Hard,56,A
1992-403,Miami Masters,Hard,96,M
2009-M-FU-MAS-03A-2009,Malaysia F3,Hard,32,S
1992-468,Estoril,Clay,32,A
1996-M-SA-POR-02A-1996c,Portugal 3 Masters 3,Hard,32,S
2012-M-FU-SLO-03A-2012,Slovenia F3,Clay,32,S
2010-586,Lexington CH,Hard,32,C
2018-M-FU-SVK-02A-2018,Slovakia F2,Clay,32,S
2006-877,Granby CH,Hard,32,C
1978-311,Queen's Club,Grass,64,A
2003-D021,Davis Cup G2 R1: IRI vs LIB,Clay,4,D
2002-M-FU-JAM-22A-2002,Jamaica F22,Hard,32,S
2003-1741,Busan CH,Hard,32,C
1992-215,Buzios,Hard,32,A
1994-778,Newcastle CH,Hard,32,C
2010-M-FU-BOL-01A-2010,Bolivia F1,Clay,32,S
2006-M-FU-SWE-05A-2006,Sweden F5,Hard,32,S
2012-670,Binghamton CH,Hard,32,C
1991-M-SA-GBR-02A-1991b,Great Britain 2 Masters 2,Hard,32,S
1977-520,Roland Garros,Clay,128,G
2009-M-FU-CHI-05A-2009,Chile F5,Clay,32,S
2006-M-SA-VEN-01A-2006c,Venezuela 1 3,Hard,32,S
2018-M-FU-JPN-06A-2018,Japan F6,Hard,32,S
2000-M-SA-ESP-02A-2000b,Spain 2 Masters 2,Clay,32,S
2004-M-FU-THA-01A-2004,Thailand F1,Hard,32,S
1970-412,Atlanta,Hard,16,A
1973-560,US Open,Grass,128,G
2007-686,Scheveningen CH,Clay,32,C
2015-M-FU-KAZ-01A-2015,Kazakhstan F1,Hard,32,S
2019-M-ITF-TUN-22A-2019,M15 Tabarka,Clay,32,S
1996-352,Paris Masters,Carpet,48,M
1977-7308,Adelaide,Grass,64,A
2011-M-FU-UKR-01A-2011,Ukraine F1,Hard,32,S
2006-2153,Caloundra CH,Hard,32,C
1984-D009,Davis Cup EUR SF: URS vs AUT,Clay,4,D
1970-6830,Hoylake,Grass,64,A
2006-M-SA-EGY-02A-2006a,Egypt 2 1,Clay,32,S
2013-6114,Kazan CH,Hard,32,C
2012-M-FU-FRA-07A-2012,France F7,Clay,32,S
1996-M-SA-USA-04A-1996b,USA 4 Masters 2,Hard,64,S
2016-7073,Cortina CH,Clay,32,C
2007-M-FU-SUI-06A-2007,Switzerland F6,Clay,32,S
1994-D044,Davis Cup G1 QF: HKG vs INA,Hard,4,D
1997-D014,Davis Cup G2 R1: IRL vs BLR,Hard,4,D
2010-M-FU-MEX-09A-2010,Mexico F9,Hard,32,S
2016-M-FU-BEL-08A-2016,Belgium F8,Clay,32,S
2010-D080,Davis Cup WG PO: AUS vs BEL,Hard,4,D
1997-396,Furth CH,Clay,32,C
1987-424,San Francisco,Carpet,32,A
2015-M-FU-SVK-04A-2015,Slovakia F4,Clay,32,S
1996-M-SA-CRO-02A-1996b,Croatia 2 Masters 2,Clay,32,S
2009-M-FU-ESA-02A-2009,El Salvador F2,Clay,32,S
2015-460,Heilbronn CH,Clay,32,C
2010-M-FU-ESP-24A-2010,Spain F24,Hard,32,S
2008-588,Zagreb CH,Clay,32,C
1998-213,Puerta Vallarta CH,Hard,32,C
2008-329,Tokyo,Hard,48,A
2006-773,Bucharest,Clay,32,A
2015-6242,Winston-Salem,Hard,48,A
1976-663,Louisville,Clay,64,A
1996-M-SA-ESP-01A-1996d,Spain 1 Masters 4,Clay,32,S
2014-M-FU-ESP-17A-2014,Spain F17,Clay,32,S
2019-0424,New York,Hard,32,A
2016-M-FU-TUN-19A-2016,Tunisia F19,Clay,32,S
2016-M-FU-CRO-03A-2016,Croatia F3,Clay,32,S
2005-M-FU-TUN-01A-2005,Tunisia F1,Clay,32,S
1993-M-SA-RSA-01A-1993c,South Africa Masters 3,Hard,32,S
2016-M-DC-2016-G1-AO-M-CHN-UZB-01,Davis Cup G1 R2: CHN vs UZB,Clay,4,D
1996-D080,Davis Cup G2 QF: SVK vs POR,Carpet,4,D
1995-547,Prague CH,Clay,32,C
2010-M-FU-BRA-13A-2010,Brazil F13,Clay,32,S
2010-M-FU-ESP-05A-2010,Spain F5,Clay,32,S
2005-M-FU-SUD-01A-2005,Sudan F1,Clay,32,S
2010-M-FU-BRA-15A-2010,Brazil F15,Clay,32,S
1968-D004,Davis Cup EUR R1: BEL vs POL,,4,D
2001-588,Zagreb CH,Clay,32,C
1996-M-SA-UKR-01A-1996b,Ukraine Masters 2,Clay,24,S
1981-D034,Davis Cup EUR SF: ISR vs HUN,Hard,4,D
2001-495,Dubai,Hard,32,A
1995-M-SA-CZE-01A-1995b,Czech Moravian Masters 2,Carpet,24,S
1993-833,Oberstaufen CH,Clay,32,C
1998-408,London,Carpet,32,A
1998-M-FU-ARG-04A-1998,Argentina F4,Clay,32,S
2010-M-FU-MEX-07A-2010,Mexico F7,Hard,32,S
2016-7480,Los Cabos,Hard,32,A
2012-M-FU-TUR-10A-2012,Turkey F10,Clay,32,S
1989-365,Itu-Sao Paulo CH,Hard,32,C
1973-278,Barcelona,Clay,64,A
2015-M-FU-IND-10A-2015,India F10,Hard,32,S
2010-M-FU-BIH-04A-2010,Bosnia & Herzegovina F4,Clay,32,S
1984-D054,Davis Cup EUR SF: PAK vs THA,Clay,4,D
1991-M-SA-BRA-06A-1991c,Brazil 6 Masters 3,Clay,32,S
2005-M-FU-USA-07A-2005,USA F7,Hard,32,S
1995-M-SA-AUS-03A-1995c,Australia 3 Masters 3,Clay,32,S
2012-416,Rome Masters,Clay,56,M
2003-M-FU-BRA-01A-2003,Brazil F1,Clay,32,S
1976-D057,Davis Cup EUR PR: SUI vs RHO,,4,D
1995-M-SA-ITA-03A-1995c,Italy 3 Masters 3,Clay,32,S
2018-M-FU-ISR-14A-2018,Israel F14,Hard,32,S
2004-615,Dusseldorf,Clay,64,A
1999-M-SA-ESP-05A-1999a,Spain 5 Masters 1,Clay,32,S
1979-520,Roland Garros,Clay,128,G
2012-3584,Casablanca CH,Clay,32,C
1992-M-SA-TUN-01A-1992d,Tunisia Masters 4,Clay,24,S
2017-7163,Istanbul,Clay,32,A
2002-M-SA-SUI-02A-2002a,Switzerland 2 1,Clay,32,S
2016-6307,Campinas CH,Clay,32,C
2009-D082,Davis Cup WG PO: SWE vs ROU,Hard,4,D
2001-M-FU-ARG-03A-2001,Argentina F3,Clay,32,S
2011-D002,Davis Cup G2 R1: IRL vs LUX,Hard,4,D
1998-416,Rome Masters,Clay,64,M
1995-M-SA-ESP-02A-1995c,Spain 2 Masters 3,Clay,32,S
1996-D044,Davis Cup G1 QF: FIN vs ROU,Carpet,4,D
1995-D075,Davis Cup G1 PO: PER vs URU,Hard,4,D
2019-M-ITF-TUR-28A-2019,M15 Antalya,Clay,32,S
1975-350,Nottingham,Grass,64,A
2010-M-FU-CHI-06A-2010,Chile F6,Clay,32,S
2013-M-FU-AUS-04A-2013,Australia F4,Hard,32,S
2008-M-FU-SYR-01A-2008,Syria F1,Hard,32,S
1990-D056,Davis Cup G1 SF: KOR vs IND,Clay,4,D
1994-D066,Davis Cup G2 PO: MON vs SEN,Clay,4,D
2016-7540,Bastad CH,Clay,32,C
2015-3626,Alphen CH,Clay,32,C
1998-M-SA-ITA-03A-1998a,Italy 3 Masters 1,Clay,32,S
2008-M-FU-BLR-02A-2008,Belarus F2,Hard,32,S
2012-6618,Rio de Janeiro CH,Clay,32,C
2005-2202,Aracaju CH,Clay,32,C
2009-M-FU-ITA-16A-2009,Italy F16,Clay,32,S
1976-422,Cincinnati,Clay,64,M
1996-M-SA-BOL-01A-1996c,Peru Bolivia Masters 3,Clay,24,S
1973-2048,Vancouver WCT,,32,A
1986-D035,Davis Cup EUR QF: SUI vs GRE,Clay,4,D
1998-511,Bermuda CH,Clay,32,C
2017-M-DC-2017-G2-EPA-M-DEN-RSA-01,Davis Cup G2 R3: DEN vs RSA,Hard,4,D
2016-M-FU-ISR-14A-2016,Israel F14,Hard,32,S
2009-5049,Caltanissetta CH,Clay,32,C
1994-M-SA-NED-01A-1994c,Netherlands Masters 3,Clay,32,S
1989-721,Johannesburg CH,Hard,32,C
1987-394,Tarbes CH,Clay,32,C
1995-M-SA-ESP-05A-1995c,Spain 6 Masters 3,Clay,32,S
2018-M-FU-RUS-06A-2018,Russia F6,Clay,32,S
2001-216,Jerusalem CH,Hard,32,C
1987-D050,Davis Cup EUR QF: IRL vs NED,Hard,4,D
2014-402,Memphis,Hard,28,A
1994-M-SA-ESP-01A-1994a,Spain 1 Masters 1,Hard,32,S
1992-328,Basel,Hard,32,A
2005-M-FU-GBR-09A-2005,Great Britain F9,Grass,32,S
1990-D066,Davis Cup G2 F: MAR vs ZIM,Clay,4,D
2004-M-FU-ITA-12A-2004,Italy F12,Clay,32,S
2019-M-ITF-CHN-10A-2019,M25 Hengyang,Hard,32,S
1999-M-SA-GRE-01A-1999c,Greece 1 Masters 3,Hard,32,S
2013-6244,Le Gosier CH,Hard,32,C
1991-M-SA-PAR-01A-1991d,Arg Uru Par Masters 4,Clay,24,S
2010-3812,Cremona CH,Hard,32,C
2008-M-FU-CRO-02A-2008,Croatia F2,Hard,32,S
2015-M-FU-CAM-01A-2015,Cambodia F1,Hard,32,S
2002-M-FU-KOR-04A-2002,Korea Rep F4,Hard,32,S
1995-M-SA-MEX-03A-1995d,Cuba Mexico Masters 4,Hard,32,S
2010-3463,Milan CH,Clay,32,C
1972-414,Hamburg,Clay,32,A
1986-D006,Davis Cup WG QF: GBR vs AUS,Grass,4,D
1981-309,Madrid,Clay,32,A
2019-M-DC-2019-QLS-M-SWE-COL-01,Davis Cup QLS R1: SWE vs COL,Clay,4,D
2008-337,Vienna,Hard,32,A
2016-M-FU-MKD-02A-2016,Macedonia F2,Clay,32,S
1979-D026,Davis Cup EUR QF: FRA vs SUI,Clay,4,D
2010-M-FU-ESP-33A-2010,Spain F33,Hard,32,S
1990-225,Campos CH,Hard,32,C
2016-M-FU-AUS-02A-2016,Australia F2,Grass,32,S
1984-318,Livingston,Hard,32,A
2014-6242,Winston-Salem,Hard,48,A
2016-M-FU-USA-04A-2016,USA F4,Clay,16,S
1996-M-SA-USA-05A-1996b,USA 5 Masters 2,Hard,48,S
2001-746,Sao Paulo1 CH,Hard,32,C
1996-M-SA-IRI-01A-1996b,Iran Masters 2,Clay,32,S
1987-375,Lyon,Carpet,32,A
2006-400,Biella CH,Clay,32,C
1986-D069,Davis Cup WG QF: YUG vs TCH,Hard,4,D
1984-520,Roland Garros,Clay,128,G
2013-6622,San Juan CH,Clay,32,C
2008-D048,Davis Cup G1 R2: IND vs JPN,Grass,4,D
2012-M-FU-ESP-14A-2012,Spain F14,Clay,32,S
2017-M-FU-TUN-23A-2017,Tunisia F23,Clay,32,S
2001-506,Buenos Aires,Clay,32,A
1996-M-SA-UKR-01A-1996d,Ukraine Masters 4,Clay,32,S
2018-M-FU-EGY-13A-2018,Egypt F13,Hard,32,S
2016-M-FU-USA-32A-2016,USA F32,Hard,32,S
1972-316,Bastad,Clay,32,A
1991-M-SA-ITA-04A-1990c,Italy 1 Masters 3,Carpet,32,S
1995-M-SA-ESP-02A-1995b,Spain 2 Masters 2,Clay,24,S
2000-719,Lisbon CH,Clay,32,C
2002-M-FU-CHN-01A-2002,China F1,Hard,32,S
1979-314,Gstaad,Clay,32,A
2000-M-FU-FRA-09A-2000,France F10,Clay,32,S
1998-M-SA-ITA-02A-1998d,Italy 2 Masters 4,Clay,32,S
1998-M-SA-CHI-02A-1998c,Chile 2 Masters 3,Clay,32,S
2006-252,Medellin CH,Clay,32,C
2016-560,US Open,Hard,128,G
1987-426,Johannesburg,Hard,32,A
1987-D041,Davis Cup WG PO: YUG vs GBR,Clay,4,D
2011-M-FU-BRA-39A-2011,Brazil F39,Clay,32,S
2013-221,Tampere CH,Clay,32,C
2016-7557,Gatineau CH,Hard,32,C
1996-M-SA-TPE-01A-1996b,Chinese Taipei Masters 2,Hard,32,S
2004-841,San Marino CH,Clay,32,C
2015-M-FU-ROU-14A-2015,Romania F14,Clay,32,S
2017-M-FU-GER-09A-2017,Germany F9,Clay,32,S
1974-D047,Davis Cup EUR PR: POR vs IRL,Clay,4,D
1999-410,Monte Carlo Masters,Clay,56,M
1973-D028,Davis Cup EUR SF: ITA vs ESP,Clay,4,D
1993-D055,Davis Cup WG R1: IND vs SUI,Grass,4,D
2008-M-FU-ARG-12A-2008,Argentina F12,Clay,32,S
1992-M-SA-NED-01A-1992d,Netherlands Masters 4,Clay,24,S
1978-D010,Davis Cup EUR PR: BEL vs IRL,,4,D
2019-580,Australian Open,Hard,128,G
2017-3406,Santiago CH,Clay,32,C
2010-M-FU-ITA-19A-2010,Italy F19,Clay,32,S
2010-M-FU-SUI-03A-2010,Switzerland F3,Carpet,32,S
2013-686,Scheveningen CH,Clay,32,C
2007-3624,Cherkassy CH,Clay,32,C
2012-D027,Davis Cup G1 R2: URU vs CHI,Clay,4,D
2011-M-FU-POR-05A-2011,Portugal F5,Clay,32,S
2018-0568,St. Petersburg,Hard,32,A
2018-M-FU-HKG-03A-2018,Hong Kong F3,Hard,32,S
1974-D021,Davis Cup EUR PR: DEN vs GRE,Carpet,4,D
2009-M-FU-ROU-04A-2009,Romania F4,Clay,32,S
2016-M-FU-ROU-01A-2016,Romania F1,Clay,32,S
2020-M-ITF-TUR-06A-2020,M15 Antalya,Clay,32,15
2012-M-FU-GER-07A-2012,Germany F7,Clay,32,S
2017-M-DC-2017-G2-EPA-M-MON-SLO-01,Davis Cup G2 R1: MON vs SLO,,4,D
2016-6114,Kazan CH,Hard,32,C
2019-M-ITF-USA-02A-2019,M25 Tucson AZ,Hard,32,S
2019-M-ITF-TUN-53A-2019,M15 Monastir,Hard,32,S
2011-M-FU-PER-01A-2011,Peru F1,Clay,32,S
2001-M-FU-GER-02A-2001,Germany F2,Clay,32,S
1978-725,Birmingham,Grass,64,A
2017-M014,Moscow,Hard,32,A
2014-M-FU-SRB-12A-2014,Serbia F12,Clay,32,S
2007-M-FU-ESP-18A-2007,Spain F18,Clay,32,S
1989-472,Pescara CH,Clay,32,C
2015-M-FU-CRO-17A-2015,Croatia F17,Clay,32,S
1982-D011,Davis Cup EUR R1: BUL vs DEN,Clay,4,D
2013-M-FU-GBR-03A-2013,Great Britain F3,Hard,32,S
2011-M-FU-ESP-34A-2011,Spain F34,Hard,32,S
2013-M-FU-USA-04A-2013,USA F4,Clay,32,S
2005-M-FU-RUS-03A-2005,Russia F3,Clay,32,S
1970-319,Kitzbuhel,Clay,64,A
2013-M-FU-GER-19A-2013,Germany F19,Hard,32,S
2006-M-FU-TUN-01A-2006,Tunisia F1,Clay,32,S
1985-216,Jerusalem CH,Hard,32,C
1983-225,Campos CH,Hard,32,C
2013-D013,Davis Cup WG SF: SRB vs CAN,Clay,4,D
1970-D009,Davis Cup EUR SF: FRG vs BEL,,4,D
2020-M-ITF-POR-13A-2020,M15 Quinta Do Lago,Hard,32,15
1990-357,Stuttgart Indoor,Carpet,32,A
2000-M-SA-YUG-01A-2000a,Yugoslavia 1,Clay,32,S
1989-719,Troia Setubal CH,Hard,32,C
1997-M-SA-ITA-04A-1997b,Italy 4 Masters 2,Clay,24,S
2002-M-FU-MEX-13A-2002,Mexico F13,Clay,32,S
2016-M-FU-USA-08A-2016,USA F8,Clay,32,S
2002-337,Vienna,Hard,32,A
2006-M-FU-IND-04A-2006,India F4,Hard,32,S
1999-D028,Davis Cup G1 PO: CHN vs PAK,Hard,4,D
1986-D047,Davis Cup WG R1: ITA vs PAR,Clay,4,D
2006-2207,Sunrise CH,Hard,32,C
1997-M-SA-GBR-03A-1997d,Great Britain 3 Masters 4,Grass,32,S
2009-D071,Davis Cup G2 PO: BAH vs GUA,Hard,4,D
2018-M-FU-TUR-28A-2018,Turkey F28,Clay,32,S
1990-760,Manaus CH,Hard,32,C
1994-D034,Davis Cup WG R1: FRA vs HUN,Hard,4,D
2015-M-FU-ITA-20A-2015,Italy F20,Clay,32,S
1992-D032,Davis Cup G1 SF: DEN vs KEN,Clay,4,D
2004-M-FU-VEN-01A-2004,Venezuela F1,Hard,32,S
2008-2165,Nashville CH,Hard,32,C
2006-1606,Donetsk CH,Clay,32,C
2009-M-FU-BRA-22A-2009,Brazil F22,Clay,32,S
2019-M-ITF-ISR-01A-2019,M15 Tel Aviv,Hard,32,S
2005-M-FU-BOL-01A-2005,Bolivia F1,Clay,32,S
1995-M-SA-TUN-01A-1995d,Tunisia Masters 4,Hard,32,S
2017-M-DC-2017-WG-M-BEL-FRA-01,Davis Cup WG F: BEL vs FRA,Hard,4,D
2009-3566,Rabat CH,Clay,32,C
1978-424,San Francisco,Carpet,64,A
1996-477,Azores CH,Hard,32,C
2014-M-FU-GER-07A-2014,Germany F7,Clay,32,S
2011-D043,Davis Cup WG SF: ESP vs FRA,Clay,4,D
1998-M-SA-ESP-01A-1998a,Spain 1 Masters 1,Clay,32,S
1994-M-SA-MEX-02A-1994c,Mexico 2 Masters 3,Hard,32,S
2013-D045,Davis Cup G2 PO: LIB vs SRI,Clay,4,D
2005-M-FU-ROU-11A-2005,Romania F11,Clay,32,S
2013-M-FU-ESP-21A-2013,Spain F21,Clay,32,S
2010-M-FU-USA-28A-2010,USA F28,Clay,32,S
2005-D022,Davis Cup WG PO: SUI vs GBR,Clay,4,D
2008-M-FU-AUS-04A-2008,Australia F4,Hard,32,S
2020-0496,Marseille,Hard,32,A
1973-D017,Davis Cup AME PR: MEX vs CAN,Clay,4,D
1987-D022,Davis Cup AME R1: CAR vs CUB,Clay,4,D
2015-228,Winnetka CH,Hard,32,C
1995-M-SA-TUR-02A-1995d,Turkey 2 Masters 4,Hard,32,S
1972-9204,Kingston,Hard,16,A
2020-8888,Atp Cup,Hard,24,A
1989-391,Montabaur CH,Clay,32,C
2015-M-FU-KAZ-03A-2015,Kazakhstan F3,Clay,32,S
2013-1683,Sarajevo CH,Hard,32,C
1998-M-SA-ESP-02A-1998b,Spain 2 Masters 2,Clay,24,S
2004-M-SA-ISR-02A-2004b,Israel 2 Satellite 2,Hard,24,S
1985-207,Kaduna CH,Clay,32,C
2004-M-FU-MEX-14A-2004,Mexico F12,Hard,32,S
2001-M-SA-ITA-05A-2001a,Italy 5 1,Clay,32,S
1995-M-SA-SVK-01A-1995d,Slovak Republic Masters 4,Clay,32,S
2013-M-FU-ARG-17A-2013,Argentina F17,Clay,32,S
1968-401,Philadelphia WCT,Carpet,16,A
1992-439,Umag,Clay,32,A
2007-M-FU-ARG-14A-2007,Argentina F14,Clay,32,S
1987-264,Capetown CH,Hard,32,C
2008-D052,Davis Cup G2 R2: ECU vs DOM,Clay,4,D
2001-407,Rotterdam,Hard,32,A
2006-1631,Nottingham CH,Grass,32,C
1970-D006,Davis Cup EUR QF: FRA vs AUT,Clay,4,D
2015-M-FU-GER-16A-2015,Germany F16,Carpet,32,S
2017-M-FU-KUW-01A-2017,Kuwait F1,Hard,32,S
2004-M-FU-ROU-07A-2004,Romania F7,Clay,32,S
1994-500,Halle,Grass,32,A
1997-M-SA-GBR-04A-1997c,Great Britain 4 Masters 3,Hard,24,S
2006-3504,Naples CH,Clay,32,C
2005-M-FU-NED-01A-2005,Netherlands F1,Clay,32,S
1994-M-SA-HUN-01A-1994d,Hungary Masters 4,Clay,32,S
1994-M-SA-SLO-01A-1994c,Slovenia 1 Masters 3,Clay,32,S
2009-M-FU-PER-03A-2009,Peru F3,Clay,32,S
2016-M-FU-ISR-13A-2016,Israel F13,Hard,32,S
2020-M-ITF-USA-06A-2020,M25 Naples FL,Clay,32,25
2013-M-FU-BIH-02A-2013,Bosnia & Herzegovina F2,Clay,32,S
1973-D051,Davis Cup WG PR: MEX vs VEN,Clay,4,D
2006-M-FU-CHN-04A-2006,China F4,Hard,32,S
2010-396,Furth CH,Clay,32,C
1998-M-SA-JPN-01A-1998d,Japan 1 Masters 4,Hard,32,S
1981-D026,Davis Cup EUR R1: EGY vs GRE,Clay,4,D
2006-D056,Davis Cup G2 PO: URU vs BOL,Clay,4,D
2001-M-FU-SVK-06A-2001,Slovak Rep F6,Clay,32,S
2012-5018,Burnie CH,Hard,32,C
2017-6242,Winston-Salem,Hard,64,A
1998-D045,Davis Cup WG R1: GER vs RSA,Carpet,4,D
2013-M-FU-IND-03A-2013,India F3,Clay,32,S
1977-315,Newport,Grass,32,A
2009-M-FU-SRB-04A-2009,Serbia F4,Clay,32,S
1974-237,Sao Paulo WCT,Carpet,32,A
2010-1763,Genova CH,Clay,32,C
2015-M-FU-NOR-02A-2015,Norway F2,Hard,32,S
1991-778,Newcastle CH,Grass,32,C
1993-512,Natal CH,Clay,32,C
2018-7740,Nottingham CH,Grass,32,C
2001-M-SA-SUI-02A-2001b,Switzerland 2 2,Clay,32,S
2000-M-FU-ARG-04A-2000,Argentina F4,Clay,32,S
2012-M-FU-ESP-25A-2012,Spain F25,Hard,32,S
2007-M-FU-INA-01A-2007,Indonesia F1,Hard,32,S
2003-M-FU-ROU-04A-2003,Romania F3,Clay,32,S
1997-M-SA-IRI-01A-1997b,Iran Masters 2,Clay,32,S
2019-7339,Fairfield CH,Hard,64,C
2019-M-ITF-TPE-02A-2019,M25 Taipei,Hard,32,S
1990-487,Lins CH,Clay,32,C
1985-206,Cairo CH,Clay,32,C
2001-524,Weiden CH,Clay,32,C
2015-M-FU-ESP-10A-2015,Spain F10,Clay,32,S
2007-M-FU-MEX-03A-2007,Mexico F3,Hard,32,S
2005-M-FU-BRA-11A-2005,Brazil F11,Clay,32,S
2018-M-FU-EGY-10A-2018,Egypt F10,Hard,32,S
1976-D023,Davis Cup AME PR: URU vs ECU,Clay,4,D
2013-M-FU-AUS-02A-2013,Australia F2,Grass,32,S
1975-D040,Davis Cup EUR QF: PHI vs IND,,4,D
2007-D031,Davis Cup G1 R1: CHN vs JPN,Hard,4,D
2004-M-FU-MEX-19A-2004,Mexico F17,Hard,32,S
2019-M-ITF-MEX-13A-2019,M15 Cancun,Hard,32,S
1986-218,Parioli CH,Clay,32,C
2004-845,Mantova CH,Clay,32,C
2006-2154,Barcelona CH,Clay,32,C
1998-M-SA-ITA-01A-1998b,Italy 1 Masters 2,Carpet,32,S
2001-560,US Open,Hard,128,G
1988-483,Nugra Santana CH,Hard,32,C
2015-M-FU-CRO-13A-2015,Croatia F13,Clay,32,S
2013-M-FU-ITA-23A-2013,Italy F23,Hard,32,S
2011-M-FU-ESP-09A-2011,Spain F9,Clay,32,S
1983-D005,Davis Cup WG SF: AUS vs FRA,Grass,4,D
2017-M-FU-ITA-19A-2017,Italy F19,Clay,32,S
2010-M-FU-MEX-06A-2010,Mexico F6,Hard,32,S
1972-540,Wimbledon,Grass,128,G
2016-7492,Nanjing CH,Clay,32,C
2000-768,Wroclaw CH,Hard,32,C
2002-891,Chennai,Hard,32,A
2012-M-FU-TUR-32A-2012,Turkey F32,Clay,32,S
1981-314,Gstaad,Clay,32,A
1992-416,Rome Masters,Clay,64,M
2020-M-ITF-FRA-16A-2020,M15 Forbach,Carpet,32,15
2008-M-FU-KAZ-01A-2008,Kazakhstan F1,Hard,32,S
2019-M-DC-2019-QLS-M-CAN-SVK-01,Davis Cup QLS R1: CAN vs SVK,Clay,4,D
1989-D016,Davis Cup G2 QF: BEL vs TUR,Clay,4,D
1982-429,Stockholm,Hard,64,A
2001-M-SA-SUI-01A-2001c,Switzerland 1 3,Carpet,32,S
1995-M-SA-MEX-02A-1995b,Mexico 2 Masters 2,Clay,32,S
2016-M-FU-ITA-29A-2016,Italy F29,Clay,32,S
